ace.bible.txt	are.bible.txt	ban.bible.txt	bci.bible.txt	blz.bible.txt	bru.bible.txt	btx.bible.txt	bvr.bible.txt	cab.bible.txt	cac.sansebastian.txt	caq.bible.txt	cat.evangelica.txt	ces.living.txt	cha.2003.txt	chf.bible.txt	chr.bible.txt	crn.bible.txt	cym.colloquial2013.txt	dan.hverdagsdansk.txt	deu.newworld.txt	deu.schlachter.txt	dgi.bible.txt	dgr.bible.txt	dts.bible.txt	dur.bible.txt	eng.common.txt	eng.goodnews.txt	esi.bible.txt	esu.bible.txt	etu.bible.txt	ffm.bible.txt	fin.1992.txt	gag.latin.txt	gle.bible.txt	gug.bible.txt	gvn.bible.txt	gwi.bible.txt	hop.bible.txt	hrv.2000.txt	hun.2003.txt	iba.bible.txt	ibo.bible.txt	inb.bible.txt	ind.firman.txt	isl.bible.txt	jpn.colloquial.txt	jra.bible.txt	kaa.latin.txt	khk.bible.txt	kki.bible.txt	kor.1985.txt	kqs.bible.txt	lem.bible.txt	mad.bible.txt	mak.bible.txt	mcb.bible.txt	mco.bible.txt	mhy.bible.txt	mto.bible.txt	myx.bible.txt	naq.bible.txt	nhg.bible.txt	nhw.bible.txt	nld.2007.txt	nya.bible.txt	pab.bible.txt	pah.bible.txt	pib.bible.txt	poi.bible.txt	prk.bible.txt	qub.bible.txt	quy.bible.txt	ron.2006.txt	run.bible.txt	sme.bible.txt	snf.bible.txt	spa.newworld.txt	srq.bible.txt	tac.bible.txt	tgl.1996.txt	thk.bible.txt	tuk.mukaddes.txt	tur.newworld.txt	uig.latin.txt	vie.bandich.txt	wol.bible.txt	yua.bible.txt	zho.contemp.txt	zho.new.txt	zos.bible.txt
347	peue -kriban	NA	sapu- napi	o yô se	koi upa	nṓq	uga	a- yinmiya	ída	tas	sitih	qui	NA	tai- månu	cache' -da	gado	a'i -ni	pwy	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànì	yani	nóo	how	how	NA	qaillun -llu	nan	hono	kuinka	ne -soy	conas	mba'e -icha piko	NA	nats'ąą	hin	kako	hogy -an	baka ni	aṅa	pi -tak	bagai- mana	hver	どう -して	hyư̆m	qalay	yaa -j	nhani	어떻 -게	vɛɛ	anyána	kadi pon- apa	antekamma	tya -ra -tyo i- n- kant -aig -ak -empa	jadu' -n	kala awe	vintso̱	ba- rye ena	mati	quiene	ajqueya	wie	bwa- nji	aliyakere -ya	NA	gi r- gixpoko	jutsa̱p	yuh ka mawx	imano -pa -raj	imayna -ta -taq	cum	ba- te	mo	NA	cómo	NA	chu -ri -gá	pa- ano -ng	n'- ata	nädip	nasıl	qandaq	làm sao	n- an	bix	怎	怎	jutznøm
348	soe	ngunha -la -ma	sapa sira -ke	wan	ime	a- léq	ise	ana- nga	NA	mach	a- chīö	qui	kdo (kdo)	håyi	cada	gago	a'i -ni	pwy	hvem	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	NA	ki -na	NA	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	NA	haki -ø	tko (tko)	ki	s- apa	ònye 	pi -kuna -tak	si- apa yang	hver	だれ	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́	aányɛ́	pasera	inai -ka	NA	pɨn	hie	pa̱n -ts	NA	tari -e	öque -nu	ajqueya	wie	ndani	xala	NA	katu	i̱	mawx	pi -raj	pi -taq	cine	nde	gii	y- iida	quién	NA	chie -ri	s- ino	n'- ûû	kim	kim	kim -mu	ai	k- u	máax	誰	誰	i -'is
349	soe	NA	sapa sira -ke	wan	ime	a- léq	ise	ana- nga	cá -gi	mach	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago -ye -no	a'a -taa -ni	pwy	hvem	NA	wer	ãa	amìı	inɛ aa	nóo	who	who	ki -ña -liqaa	ki -a	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	juu dee	haki -ø	tko (tko)	ki	s- apa	ònye 	NA	si- apa	hver	だれ	hlơi	kim	hen	no- nani	누구 -가	nɛ̀ɛ́	aátɛ́	s- apa	inai	tya -ni -mpa -tyo -ra	NA	hie	pa̱n -ts	naanu	tari -e	öque -nu	ajqueya	wie	ndani	xala	NA	NA	i̱	pui mawx	pi -raj	pi -taq	cine	nde	gii	ɓa	quién	NA	NA	s- ino	n'- ûû	kim	kim	kim -mu	ai	k- u	máax	誰	誰	i -'is
350	soe	NA	sapa sira -ke	wan	ime	a- léq	ise	ana- nga	cá -gi	mach	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago	a'a -taa -ni	pwy	hvem	NA	wer	ãa	amìı	inɛ aa	nóo	who	who	ki -a -liqaa	ki -na	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	juu	haki -ø	tko (tko)	ki	s- apa	ònye 	NA	si- apa yang	hver	だれ	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́	NA	s- apa	inai	tya -ni -mpa -tyo	pɨn -jäy	hie	pa̱n -ts	NA	tari -e	öque -nu	ajqueya	wie	ndani	xala -iya	NA	NA	i̱	pui mawx	pi -raj	pi -taq	cine	nde	gii	ɓa	quién	NA	chie -ri	s- ino	n'- ûû	kim	kim	kim -mu	ai	k- u	máax	誰	誰	NA
351	soe	NA	sapa sira -ke	wan	ime	a- léq	ise	ana- nga	cá -gi	mach	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago	a'a -taa -ni	pwy	hvem	wer	wer	ãa	NA	inɛ aa	nóo	who	who	ki -ña -liqaa	ki -a -llu	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva -pa	wanju -ngku	juu dee	haki -ø	tko (tko)	ki	s- apa	ònye 	NA	si- apa -kah yang	hver	だれ	hlơi	kim	hen	nani	누구 -입니까 	nɛ̀ɛ́	NA	s- apa	inai	tya -ni -mpa -tyo -ra	pɨn -jäy	hie	pa̱n -ts	naanu	tari -e	öque -nu	NA	wie	ndani	xala	NA	katu	i̱	pui mawx	pi -raj	pi -taq	cine	nde	gii	ɓa	quién	NA	chie -ri	s- ino	n'- ûû	kim	NA	kim -mu	ai	k- u	máax	誰	誰	NA
352	keu- peue	iwunha -nga -ma	pu- napi awinan -nya	NA	no- ngko'- upa	nṓq	ng- kai	an- nga nula	cá uágu	NA	kūö yòh	per què	proč	håfa na	cua ' uc'a	godo -no	a'i -ni een cɨn	pam	hvor	warum	was	bʋnʋ ƴãw	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	NA	ciin -mi	NA	ko waɗi	kuinka	ne -çіn	cad	mba'e -re piko	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	NA	hví	なぜ	hyư̆m	ne -ge	yuu -n -d	nhani	어찌 -하여사	le yɛɛ	a- nyí- aátɛ́	pon- apa	apa saba'na	antari gara	na'amy	inun	tya̱jx -ts	khu- lwa- shiina	tare -xa -ts	tli	para tlen	hoe	u- weruzi- ra- nji	xoana hoka	mara -name	klu china -nu	t́iiga	yuh ka mawx	ima -ni -r -taj	ima -na -sqa -má	de ce -l	iki- ki gituma	manne	ɓa	por qué	NA	cho -ni -gá	bakit	mbi n'ûntû	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
353	keu- peue	iwunha -nga	pu- napi awinan -nya	NA	no- ngko'- upa	nṓq	ng- kai	an- nga nula	cá uágu	NA	kūö yòh	per què	NA	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	NA	NA	warum	was	bʋnʋ ƴãw	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	NA	ciin	NA	ko waɗi	kuinka	ne -çіn	cad	mba'e -re	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	NA	hví	なぜ	hyư̆m	ne -ge	yuu -n -d	nhani	NA	le yɛɛ	NA	pon- apa	apa saba'na	antari gara	nej co	inun	tya̱jx -ts	khu- lwa- shiina	tare -xa -ts	tli -ca	NA	NA	u- peputsi- ra- nji	xoana hoka	mara -name	klu china -nu	t́iiga	yuh ka mawx	ima -ni -r -taj	NA	de ce -l	iki- ki gituma	manne	ɓa	por qué	NA	NA	bakit	NA	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
354	keu- peue -guna	NA	a- sapu- napi -ke	nin	upa	NA	kai	an- an․ gaya	cá -ti	NA	i- suh	on	kde	månu	cua '	harv	a'u -ni	ble	hvad med	wo	wo	nyɩn 	amìı	yago	téé	where	NA	qanuġ -niaġ -niq -pat	na -nt -a	jen	ko	mi -ssä 	nere -da	cá	mba'e -pe -pa	NA	nijuk	haki -ø	što (što)	hol	ni	òle ebe	NA	bagai- mana	hvar	ど -こ	pơ pă	qa'- ne	haa -na	ka- uw- a- hoki	어디	kuɛɛ	we- ényí	pon- apa	apa	tata -oita	ti	inun	NA	wahe ena	mapa	tli para	tlaque	waar	ku- ti	aliyo	mara -nu -hũ	ginaka -lu	NA	dee mawx	ima -taj	ima -paq -taq	unde	he he	gos	gada	dónde	NA	NA	ano	n'- ûû	hany	nere -de	qe -ni	ở đâu	ana	ba'ax	哪 裡	哪 裡	ti -yø
355	soe	ngunha -ma	sapa sira -ke	nzu	ime	noau	ise	an- nga	cá -ta -na -gi	NA	a- suh	què	kdo (kdo)	håyi	cuaxca	gago -ge -no	a'i -ni	pwy	NA	was	was	ãa	ayìı	aa -i	nɔ́n -ná	what	who	su -li -qu -tau -va	ki -tu -u -ga	é- nê	ko	mi -kä	kіm	cé an rud	máva piko	NA	juu	haki -ø	tko (tko)	ki -csoda	s- apa	gini	ima -tak	si- apa -kah	hvað	何 -者	hlơi	kim	hen	nani	무엇 -며	nɛ̀ɛ́	aányɛ́	pasera	inai	tya -ni -mpa -tyo -ra	pɨn	hie	pa̱n -ts	naanu	tari -ba	öque -nu	tlaque	wie	ndi chiyani	xala	mara	klu -neru -ni	i̱ -apaap	yuh ka mawx	pi -taj	pi -taq	cine	iki- ki	NA	ɓa	qué	aba	chie -ri	s- ino	n'- ûû	kim	kim	NA	gì	k- u -y	máax	什麼	甚麼	ti -yø
356	soe	ngunha -ma	sapa sira -ke	nzu	ime	noau	ise	ngu- nga	cá -tei -gi	NA	a- suh	què	kdo (kdo)	håyi	cuaxca	gago	ti'i -taj -ni	pwy	NA	was	was	ãa	NA	aa -i	nɔ́n -ná	what	who	su -li -qu -tau -va	ki -tu -u -ga	é- nê	ko	NA	kіm	cé an rud	máva piko	NA	NA	haki -ø	tko (tko)	ki -csoda	s- apa	gini	NA	si- apa -kah	hvað	何 -者	hlơi	kim	hen	nani	무엇 -입니까	nɛ̀ɛ́	aányɛ́	pasera	inai	tya -ni -mpa -tyo -ra	pɨn	hie	pa̱n -ts	naanu	tari -ba	öque -nu	NA	wie	ndi chiyani	xala	mara	klu -neru -ni	i̱ -apaap	yuh ka mawx	pi -taj	pi -taq	cine	iki- ki	mii	ɓa	qué	aba	chie -ri	s- ino	NA	kim	kim	NA	gì	k- u -y	máax	什麼	甚麼	ti -yø
357	soe	ngunha -la -ma	sapa sira -ke	wan	ime	noau	ise	ana- nga	cá -gi	NA	a- chīö	qui	NA	håyi	caxca	gago -ge	NA	beth	hvem	wer	wer	ãa	amìı	aa	nóo	who	who	NA	ki -a	jen	ho- mo	ke -ne kuka	kіm	cé	máva piko	wanyu -rri -nku	juu	haki -ø	če -mu (što)	mi	s- apa	ònye 	pi -tak	apa -kah yang	hver	だれ	hlơi	kim	hen	nani	누구 -가	kuɛɛ	aányɛ́	pasera	NA	tya -ni -tyo -ra	pɨn	hie	vintso̱ -ts	naanu	tari -e	öque -nu	ajqueya	wat	ndani	xala	NA	katu	i̱	mawx	pi -taj	pi -taq	cine	nde	gii	ya	quién	mbae -rã	NA	pa- ano	mbi	NA	kim	neme -ix -qa 	ai	k- u	máax	誰	誰	i -'is
358	peue -kon	iwunha -nga -nta -ma	napi awinan -ipun	nzu ti	kadai	nṓq	ng- kai	NA	cá -ti uágu	NA	kūö yòh	per què	NA	sa' håfa na	cua ' uc'a	gado -no	a'i -ni	beth	NA	warum	was	bʋnʋ ƴãw	dànì -ghǫ	inge -i	moo ȩn	why	how	su -m -man	ciin	jen	ko waɗi	mi -ksi	ne -çіn	cad	mba'e -re piko	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -t	nama kebuah	gini	ima -pa -tak	meng- apa	hví	なぜ	hyư̆m	qalay	yuu -n -d	nhani	어찌 -하여사	le yɛɛ	aátɛ́	a- pon- apa	angng- apa	tya -ra o- kant -ak -a -ra	na'amy	wuah inun	tya̱jx	lwa- shiina	mati -ts	tli -ca	quenque	waar	bwa- nji	xoana -re	NA	klu china -nu	t́iiga	yuh ka mawx	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki- ki gituma	manne	ya	por qué	NA	cho -ni -gá	bakit	NA	näme üçin	neden	neme -ix -qa 	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	NA
359	peue	iwunha -ka -nta -ma	napi -ke	ônin	koi upa	ntrớu	uga	ngu- yinmiya	cá -tei -ti	'aja	suh	què	co (co)	håfa	cax- camba	gado -no	a'i -ni	beth	hvad	was	was	abobe	dànì	NA	ȩn -á	which	which	su -t -qu -yuma -visi	qaillun	n- jə́- n	hono	kumpi -paa  	ne	cé acu	mba'e -pa	wanjarr -mal	nijuk	hin -ta -ni	što (što)	mi -t	ni	gini	ima -tak	mana yang	hvað	ど -ちら	hơgĕt	ne -ni	ali -ig	nhani	어느	ɔ́ɔ̀	anyána	ka'- imma	apa	tata -oita	ti	inun	vintso̱ -s -e'e	shiina	mati	tli	tlaque	wat	chiyani	aliyakere -xe	mara	giru	t́i	yuh ka mawx	imano	ima -ta -taq	ce	iki	goabbá	ya	qué	NA	chu -ri -gá	ano	bû- rîkû	haýsy -ny	hangi -sin -i	qaysi -si -ni	gì	l- u	ba'ax	什麼	怎樣	ti
360	peue	iwunha -nta -ma	napi -ke	nzu	upa	ntrớu	kai	gun- nga	NA	NA	a- suh	quin	NA	håfa	cua '	gado -no	ti'i -taj -ni	beth	hvad	wo -in	was	buor	ayìı	inge -i	ȩn -á	what	what	su -mik -aasii	ca -u -ga	jen	ko ɗum	mi -kä	ne	cé an	NA	NA	jidii	hihta (himu)	što (što)	mi	nama	gini	ima -tak	apa -kah	hver	なん -で	hơgĕt	qan -day	yuu	chi- o- ni	무엇 -입니까	yɛɛ	NA	pon- apa	apa	NA	ti	inun	NA	ena	tare -be	tli	tlaque	NA	ndi chiyani	xoare	NA	giru -ni	jup	yuh ka mawx	ima -taj	NA	care	in- ki	mii	ya	cuál	mbae	cho -ni -gá	ano	NA	näme -dir	ne -dir	neme	gì	l- an	NA	什麼	甚麼	NA
361	peue -kon	NA	napi awinan	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	NA	cá san uágu	tas yuj	kūö yòh	per quin -a	jak -že 	sa' håfa na	NA	gado -ye -no	a'i -ni	pam	NA	warum	warum	bʋ̃ʋ ƴãw	ayìı -ha	NA	moo ȩn	why	why	su -m -ma -nmi -uvva	NA	jen	ko	mi -ksi	ne -çіn	cé an fáth	NA	NA	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	n'ihi gini	ima -pa -tak	meng- apa	hver -s vegna	どう -して	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	무엇 -입니까	vɛɛ	a- nyí- aátɛ́	a- pon- apa	NA	tya -rika -tyo o- kant -ak -a -ra	na'amy	wuah inun	tya̱jx -ts	lwa- shiina	tare xū -i ǃaroma -b	tli para	para tlen	waarom	ni- nji	xoana -re -ya hoka	mara -name	klu china -nu	t́iiga	NA	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki- ki gituma	manne	ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax	為 什麼	為 甚麼	NA
362	peue -kon	NA	napi awinan -ipun	nzu ti	no- ngko'- upa	nṓq	ng- kai	NA	cá -ba -gi uágu	NA	kūö yòh	per què	NA	sa' håfa na	cua ' uc'a	gado -no	a'i -ni	pam	hvor -for	warum	warum	bʋ̃ʋ ƴãw	ayìı -ha	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	jen	ko waɗi	mi -ksi	ne -dan	cé an fáth	mba'e -re piko	NA	jaghaii	hinh -ti -qw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hver -s vegna	どう -して	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	a- pon- apa	angng- apa	tya -ra	na'amy	wuah inun	tya̱jx -ts	lwa- shiina	tare -xa xū -i	quiene	para tlen	hoe	bwa- nji	xoana -re -ya hoka	mara -nu -hũ -rame	klu china -nu	t́iiga	yuh ka mawx	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki- ki gituma	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -cøtoya
363	peue -kon	nthakinha -nta -ma	napi -ke	nzu	upa	nṓq	uga	ngu- yinmiya	cá -ba -gi	tas -m	sitih	què	NA	håfa	cua '	gado	a'i -ni	beth	hvad for noget	was	was	bʋnʋ	NA	inge	nɛ́n -ná	what	what	qanuq	qaillun	nan	ko	mi -tä	ne	cad	mba'e piko	NA	dee nahaihj -yaa	hin -qaw -ni	što (što)	mi -t	baka ni	gini	ima -tak	apa yang	hvað	なん -と	hơgĕt	ne	yuu	nhani	무엇 -은	yɛɛ	aátɛ́	pon- apa	apa	tya -ra no- n- kant -aig -e -mpi	nej	inun	vintso̱ -ts	shiina	tare -e	tli	quenque	wat	chiyani	xoare	mara -i	gi	t́i	ka mawx	ima -ta -taj	ima -ta -taq	ce	iki	mii -a -id	tah ya	qué	mañɨ	cho -ni -gá	ano	n'- ata	näme	ne	neme	thế nào	l- u	ba'ax	什麼	甚麼	ti
364	peue -kriban	NA	ring d- ija -ke	se	koi upa	nṓq	uga	arr- yinmiya	ída	tas	i- suh	com	jak	tai- månu	cache' -da	harv	a'i -ni	NA	hvor	wo	wo	nyɩn 	dànì	yani	ȩn -á	what	how	NA	na -u͡gg'un	jen	hono	NA	ne	cá	NA	NA	nats'ąą	hin	kako	hol	nama	òle ebe	NA	bagai- mana	hvar	ど -こ	hyư̆m	qalay	haa -na	hoki	어떻 -게	vɛɛ	anyána	kadi pon- apa	antekamma -mo -i	tata -tyo	ma	kewangun	vintso̱	wahe ena	mapa -s	cöne	quenicatza	hoe	ku- ti	aliyakere -iya	gara	ginaka -pa -maka -lu	jutsa̱p	dee mawx	ima -wan -raj	imayna -taq	unde	he he	NA	na	dónde	NA	chu -ri -gá	pa- ano	NA	nädip	nasıl	qandaq -mu	làm sao	n- an	bix	哪 裡	怎樣	NA
365	peue -kriban	NA	ring d- ija -ke	se	koi upa	nṓq	uga	arr- yinmiya	ída	tas	i- suh	com	kde	tai- månu	cache' -da	harv	a'i -ni	sut	hvor -dan	wo	wo	nyɩn 	dànì	yani	ȩn -á	what	how	NA	na -u͡gg'un	jen	hono	NA	ne	cá	NA	NA	nats'ąą	hin	kako	hol	nama	òle ebe	NA	bagai- mana	hvar	ど -こ	hyư̆m	qalay	haa -na	hoki	어떻 -게	vɛɛ	anyána	kadi pon- apa	antekamma -mo -i	tata -tyo	ma	kewangun	vintso̱	wahe ena	mapa -s	quiene	quenicatza	hoe	ku- ti	aliyakere -ya	gara	ginaka -pa -maka -lu	jutsa̱p	dee mawx	ima -wan -raj	imayna -taq	unde	he he	NA	na	dónde	NA	chu -ri -gá	pa- ano	NA	nädip	nasıl	qandaq -mu	làm sao	n- an	bix	哪 裡	怎樣	NA
366	keu- peue	nthakinha -ma	napi -ke	nzu	NA	ntrớu	kai	NA	NA	tas	a- suh	què	če -mu (co)	håfa	cache' -da	gado usdi	NA	NA	hvad	was	was	bʋ̃ʋ	dànì	inge	ȩn	how	what	NA	ca -mek	jen	ko ɗum	mi -tä	ne	cé an	mba'e -pa	NA	jidii	hihta (himu)	kakav -o	mi -t	baka ni	gini	NA	bagai- mana	hvað	なん	hyư̆m	qan -day	yamar	chi- o- ni	무엇 -은	yɛɛ	yaátɛ́	pon- apa	apa	NA	ti	inun	NA	shiina	tare -e	tli	quenicatza	wat voor	chiyani	aliyakere -ya	NA	klu	NA	yuh ka mawx	imano -pa -raj	NA	ce	iki	mii	w- iida	de qué	NA	chu -ri -gá	ano	mbi	NA	ne	neme	gì	l- u	ba'ax	什麼	甚麼	ti
367	peue -kriban	NA	sapu- napi	o yô se	koi upa	noau	uga	arr- yinmiya	cá	NA	sitih	com	kdo (kdo)	tai- månu nai	NA	gado	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànì	yani	née	how	how	NA	qaillun	NA	hono	mi -ten	ne	conas	mba'e -icha -pa	NA	NA	hihta (himu)	kako	hogy -n	baka ni	aṅa	NA	NA	hvernig	どう -して	hyư̆m	kim	yaa -j	NA	어떻 -게	vɛɛ	anyána	kadi pon- apa	antekamma	tya -rika o- kant -i	NA	kewangun	vintso̱ -s -e'e	a- rye ena	mati -i	quiene	NA	NA	bwa- nji	aliyakere -ya	NA	gi r- gixpoko	NA	yuh ka mawx	NA	NA	cum	ba- te	mo	na	cómo	NA	chie -ri	pa- ano -ng	n'- ûû	nädip	nasıl	NA	làm sao	naka	bix	誰	怎	NA
368	NA	NA	sapu- napi -ke	o yô se	upa	noau	ise	a- yinmiya	ída	tas -t	sitih	com	NA	håyi	cache' -da	gado	a'i -ni	pa	hvor -dan	wie	wie	ŋmɩŋ -mɩn	ayìı ghǫ	aa	née	how	how	NA	qaillun	nan	hono	kuinka	nasıl	conas	mba'e -icha piko	NA	nats'ąą	hin -qaq -wa -qat	tko (tko)	hogy -an	baka ni	aṅa	ima -sa -tak	bagai- mana	hvernig	どう -して	hyư̆m	kim	her -hen	nani	누구 -가	vɛɛ	anyána	NA	apa	tya -ni -tyo	nej	NA	vintso̱	a- rye ena	mati	quiene	NA	NA	bwa- nji	aliyakere -ya	NA	gi r- gixpoko	jutsa̱p	yuh ka mawx	NA	imayna -ta -taq	cum	ba- te	mo	na	cómo	NA	chu -ri -gá	pa- ano -ng	NA	kim	nasıl	kim	ai	n- an	bix	怎	怎	NA
369	peue	nthakinha -nta -ma	napi -ke	se	koi upa	nṓq	uga	ngu- yinmiya	cá -tei -ti	tas -m	a- suh	què	co (co)	håfa	NA	gado	a'i -ni	beth	hvad	was	wie	ŋmɩn	NA	yani	nɛ́n -ná	what	what	qanuġ -niaġ -niq -pik	qaillun	fan	hono	mi -tä	ne	cad	mba'e piko	wanjarr -mal -da	dee shi -yaa	hin -ta -ni	što (što)	hogy -an	nama	gini	ima -tak	apa yang	hvernig	どう	hơgĕt	ne	yaa -h	chi- o- ni	어떻 -게	yɛɛ	aátɛ́	a- pon- apa	apa	tya -rika no- n- kant -ak -empa	ti	inun	ti -ts	shiina	mati -sa	tli	tlaque	wat	chiyani	xoana	mara	klu -neru -ni	t́i	yuh ka mawx	ima -ta -raj	ima -ta -taq	ce	n- te	mii -a -id	na	qué	NA	chu -'sí -mala -ché	ano	n'- ata	näme	ne	qandaq	gì	l- u	ba'ax	怎麼	怎樣	NA
370	peue -kon	nthakinha -nta -ma	napi awinan -ipun	o yô se	koi upa	nṓq	uga	an- nga nula	ída	tas yuj	sitih	com	jak	håfa tai- månu na	cua ' uc'a	gado -no	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànì -ghǫ	yani	moo ȩn	how	how	su -m -man	qaillun	nan	hono	kuinka	ne	cad	mba'e -re	wanyu -rri -nku	jaghaii	hin -ta -qw	za- što (što)	hogy -an	baka ni	aṅa	ima -pa -tak	meng- apa	hvernig	どう	hyư̆m	qalay	yuu -n -d	nhani	어찌 -하여사	le yɛɛ	anyána	a- pon- apa	angng- apa	tya -ra o- kant -ak -a -ra	na'amy	wuah inun	vintso̱ -ts	shi- rye ena	mati -n	quiene	quenque	hoe	bwa- nji	xoana -re hoka	mara -nu -hũ -rame	gi	t́iiga	yuh ka mawx	ima -ni -r -taj	imayna -má	cum	ba- te	mo	na	cómo	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	nädip	nasıl	neme uchun	tại sao	n- an	bix	怎麼	怎麼	ti -'ajcuy
371	keu- peue	iwunha -nga -nta -ma	napi -ke	se	upa	nṓq	e- ng- kai	an- nga nula	cá -me -gi	NA	sitih	què	jak	håfa	NA	gado	NA	beth	NA	was	was	bʋ̃ʋ n'ʋ	ayìı -ha	yani	moo ȩn	what	what	su -m -man	qaillun	jen	ko ɗum waɗi	mi -tä	ne	cé an	mba'e	NA	jidii	hin -tsa -ts -ki -̇a 	što (što)	mi	nama kebuah	gini	ima -pa -tak	apa	til hver -s	なぜ	hơgĕt	ne	yuu	chi- o- ni	무엇 -을	vɛɛ	a- nyí- aátɛ́	pon- apa	apa	tya -ra o- kant -ak -a -ra	na'amy	ma inun	tya̱jx -ts	ba- rye ena	tare -e -n	tli -ca	para tlen	NA	chiyani	NA	mara	gi	t́iiga	yuh ka mawx	ima -ni -r -taj	ima -na -sqa -taq	ce	iki	manne	w- iida	qué	NA	cho -ni -gá	ano	ata	näme	ne	NA	gì	l- u	ba'ax ten	什麼	甚麼	NA
372	keu- peue	nthakinha	napi -ke awinan -e	nzu ti	upa -na	nṓq	ng- kai	an- nga nula	cá -me -gi	tas yuj	kūö yòh	què	jaký	sa' put håfa na	cua ' uc'a	gado -no	a'i -ni	NA	hvor -for	warum	was	bʋ̃ʋ so	NA	inge dɛ -i	ȩn -á	why	why	NA	ciin -mi	jen	NA	mi -ksi	ne -çіn	cad chuige	mba'e -rã	NA	jaghaii	hinoqw	če -mu (što)	mi -ért	nama kebuah	gini	NA	meng- apa	hver -s vegna	なぜ	hyư̆m	ne	yuu -n -d	nhani	어찌 -하여사	le kɔlɔ yɛɛ	a- nyí- aátɛ́	a- pon- apa	apa	tya -ra o- n- kant -aig -ak -e -ri	na'amy	ma inun	NA	lwa- shiina	tare -xa -n	tli para	NA	waarom	chifukwa ni- nji	xoana -re hoka	NA	klu china -nu	NA	yuh ka mawx	ima -pa -taj	NA	de ce	iki- ki gituma	manne	ya	por qué	mbae -rã	cho -ni -gá	bakit	mbi	näme üçin	neden	qandaq	tại sao	l- u tax	ba'ax	為 什麼	為 甚麼	NA
373	keu- peue	iwunha -nga	napi -ke awinan -ipun	nzu ti	upa -mai	nṓq	kade	an- nga nula	NA	tas yuj	kūö yòh	per què	proč	sa' håfa na	cua ' uc'a	gado -no	a'i -ni	pam	hvor -for	warum	warum	bʋ̃ʋ so	ayìı -ha	inge dɛ -i	moo ȩn	why	why	NA	ciin -llu	jen	ko waɗi	mi -tä	ne -çіn	cad chuige	mba'e -re piko	NA	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hver -s vegna	なん	hyư̆m	ne ushın	yaa -g -aa -d	nhani	무엇	le kɔlɔ yɛɛ	a- nyí- aátɛ́	pon- apa	apa	tya -ra o- n- kant -ak -empa -ra	ti	ma inun	tya̱jx -ts	lwa- shiina	tare -xa	tli para	para tlen	waarom	bwa- nji	xoana -re ala hoka	NA	klu china -nu	t́iiga	pa tix	ima -pa -taj	ima -paq -taq	de ce	iki- ki gituma	manne	tah ya	por qué	NA	cho -ni -gá	bakit	kî	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	何 必	為 甚麼	NA
