ace-bible.txt	are-bible.txt	ban-bible.txt	bci-bible.txt	blz-bible.txt	bru-bible.txt	btx-bible.txt	bvr-bible.txt	cab-bible.txt	cac-sansebastian.txt	caq-bible.txt	cat-evangelica.txt	ces-living.txt	cha-2003.txt	chf-bible.txt	chr-bible.txt	crn-bible.txt	cym-colloquial2013.txt	dan-hverdagsdansk.txt	deu-newworld.txt	deu-schlachter.txt	dgi-bible.txt	dgr-bible.txt	dts-bible.txt	dur-bible.txt	eng-common.txt	eng-goodnews.txt	esi-bible.txt	esu-bible.txt	etu-bible.txt	ffm-bible.txt	fin-1992.txt	gag-latin.txt	gle-bible.txt	gug-bible.txt	gvn-bible.txt	gwi-bible.txt	hop-bible.txt	hrv-2000.txt	hun-2003.txt	iba-bible.txt	ibo-bible.txt	inb-bible.txt	ind-firman.txt	isl-bible.txt	jpn-colloquial.txt	jra-bible.txt	kaa-latin.txt	khk-bible.txt	kki-bible.txt	kor-1985.txt	kqs-bible.txt	lem-bible.txt	mad-bible.txt	mak-bible.txt	mcb-bible.txt	mco-bible.txt	mhy-bible.txt	mto-bible.txt	myx-bible.txt	naq-bible.txt	nhg-bible.txt	nhw-bible.txt	nld-2007.txt	nya-bible.txt	pab-bible.txt	pah-bible.txt	pib-bible.txt	poi-bible.txt	prk-bible.txt	qub-bible.txt	quy-bible.txt	ron-2006.txt	run-bible.txt	sme-bible.txt	snf-bible.txt	spa-newworld.txt	srq-bible.txt	tac-bible.txt	tgl-1996.txt	thk-bible.txt	tuk-mukaddes.txt	tur-newworld.txt	uig-latin.txt	vie-bandich.txt	wol-bible.txt	yua-bible.txt	zho-contemp.txt	zho-new.txt	zos-bible.txt
45014010b	keupeue	iwunhanga	punapi awinannya	NA	nongko'upa	nṓq	ngkai	an-nga nula	ca uágu	NA	kūöyòh	per què	NA	håfa na	cua' uc'a	gadono	a'ini een cɨn	NA	NA	warum	was	bʋnʋ ƴãw	dànìghǫ	inge dɛi	moo ȩn	why	why	NA	ciin	NA	ko waɗi	kuinka	neçіn	cad	mba'ére	wanyurrinku	jaghaii	hinoqw	zašto	miért	nama kebuah	gini	imapatak	NA	hví	なぜ	hyư̆m	nege	yuund	nhani	NA	le yɛɛ	NA	ponapa	apa saba'na	antari gara	nej co	inun	tya̱jxts	khulwashiina	tarexats	tlica	NA	NA	upeputsiranji	xoana hoka	maraname	klu chinanu	t́iiga	yuh ka mawx	imanirtaj	NA	de ce-l	igiki gituma	manne	ɓa	por qué	NA	NA	bakit	NA	näme üçin	neden	neme uchun	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
46001020a	keupeuguna	NA	asapunapike	nin	upa	NA	kai	an-an․gaya	cáti	NA	isuh	on	kde	månu	cua'	harv	a'uni	ble	hvad med	wo	wo	nyɩnɛ	amìı	yago	téé	where	NA	qanuġniaġniqpat	nanta	jen	ko	missä	neredä	cá	mba'épepa	wanju	nijuk	hak	što	hol	ni	òle ebe	NA	bagaimana	hvar	どこ	pơpă	qa'ne	haana	kowahe	어디	kuɛɛ	weényi	ponapa	apa	tatoita	ti	inun	NA	waheena	mapa	tli para	tlaque	waar	kuti	aliyo	maranuhũ	ginaklu	NA	dee mawx	imataj	imapaqtaq	unde	hehe	gos	gada	dónde	NA	NA	ano	n'ûû	hany	nerede	qeni	ở đâu	ana	ba'ax	哪裡	哪裡	tiyø
46003005a	soe	ngunhama	sapasirake	nzu	ime	noau	ise	an-ngiya	cátanagi	NA	asuh	què	kdo	håyi	cuaxca	gagogeno	a'ini	pwy	NA	was	was	ãa	ayìı	aai	nɔ́nná	what	who	suliqutauva	kituuga	énê	ko	mikä	kіm	céard	máva piko	NA	juu	hak	tko	kicsoda	sapa	gini	imatak	siapakah	hvað	何者	hlơi	kim	hen	nani	무엇이며	nɛ̀ɛ́	aányɛ́	pasera	inai	tyanimpatyora	pɨn	hie	pa̱nts	naanu	tariba	öquenu	tlaque	wie	nchiyani	xala	marã	klunerni	i̱apaap	yuh ka mawx	pitaj	pitaq	cine	igiki	NA	ɓa	qué	aba	chieri	sino	n'ûû	kim	kim	NA	gì	kuy	máax	什麼	甚麼	tiyø
46003005b	soe	ngunhama	sapasirake	nzu	ime	noau	ise	ngu-ngiya	cáteigi	NA	asuh	què	kdo	håyi	cuaxca	gago	ti'itajni	pwy	NA	was	was	ãa	NA	aai	nɔ́nná	what	who	suliqutauva	kituuga	énê	ko	NA	kіm	céard	máva piko	NA	NA	hak	tko	kicsoda	sapa	gini	NA	siapakah	hvað	何者	hlơi	kim	hen	nani	무엇입니까	nɛ̀ɛ́	aányɛ́	pasera	inai	tyanimpatyora	pɨn	hie	pa̱nts	naanu	tariba	öquenu	NA	wie	nchiyani	xala	marã	klunerni	i̱apaap	yuh ka mawx	pitaj	pitaq	cine	igiki	mii	ɓa	qué	aba	chieri	sino	NA	kim	kim	NA	gì	kuy	máax	什麼	甚麼	tiyø
46004007a	soe	ngulama	sapasirake	wan	ime	noau	ise	ana-nga	cági	NA	achīö	qui	NA	håyi	caxca	gagoge	NA	beth	hvem	wer	wer	ãa	amìı	aa	nóo	who	who	NA	kia	jen	homo	kuka	kіm	cé	máva piko	wanyurrinku	juu	hak	čemu	mi	sapa	ònye	pitak	apakah yang	hver	だれ	hlơi	kim	hen	nani	누가	kuɛɛ	aányɛ́	pasera	NA	tyanityora	pɨn	hie	vintso̱ts	naanu	tari-e	öquenu	ajqueya	wat	ndani	xala	NA	katu	i̱	mawx	pitaj	pitaq	cine	nde	gii	ya	quién	mbaerã	NA	paano	mbi	NA	kim	nemixqa	ai	ku	máax	誰	誰	i'is
46004007c	pakon	iwunhangantama	napi awinanipun	nzu ti	kadai	nṓq	ngkai	NA	cáti uágu	NA	kūöyòh	per què	NA	sa' håfa na	cua' uc'a	gadono	a'ini	beth	NA	warum	was	bʋnʋ ƴãw	dànìghǫ	ingei	moo ȩn	why	how	summan	ciin	jen	ko waɗi	miksi	neçіn	cad	mba'ére piko	wanyurrinku	jaghaii	hinoqw	zašto	mit	nama kebuah	gini	imapatak	mengapa	hví	なぜ	hyư̆m	qalay	yuund	nhani	어째서	le yɛɛ	aátɛ́	aponapa	angngapa	tyara okantakara	na'amy	wuah inun	tya̱jx	lwashiina	matits	tlica	quenque	waar	bwanji	xoanere	NA	klu chinanu	t́iiga	yuh ka mawx	imanirtaj	imanasqataq	de ce	igiki gituma	manne	ya	por qué	NA	chonigá	bakit	NA	näme üçin	neden	nemixqa	tại sao	lu tax	ba'axten	為什麼	為甚麼	NA
46004021	peue	iwunhakantama	napike	ônin	koi upa	ntrớu	kuga	ngu-yinmiya	cáteiti	'aja	suh	què	co	håfa	caxcamba	gadono	a'ini	beth	hvad	was	was	abobe	dànì	NA	ȩná	which	which	sutquyumavisi	qaillun	njə́n	hono	kumpaa	ne	cé acu	mba'épa	wanjarrmal	nijuk	hintani	što	mit	ni	gini	imatak	mana yang	hvað	どちら	hơgĕt	neni	aliig	nhani	어느	ɔ́ɔ̀	anyána	ka'imma	apa	tatoita	ti	inun	vintso̱se'e	shiina	mati	tli	tlaque	wat	chiyani	aliyakerexe	marã	giru	t́i	yuh ka mawx	imano	imatataq	ce	iki	goappá	ya	qué	NA	churigá	ano	bûrîkû	haýsyny	hangisini	qaysisini	gì	lu	ba'ax	什麼	怎麼樣	ti
46009018	peue	iwunhantama	napike	nzu	upa	ntrớu	kai	gun-nga	NA	NA	asuh	quin	NA	håfa	cua'	gadono	ti'itajni	beth	hvad	worin	was	buor	ayìı	ingei	ȩná	what	what	sumik-aasii	cauga	jen	koɗum	mikä	ne	cén	NA	NA	jidii	hihta	što	mi	nama	gini	imatak	apakah	hver	なんで	hơgĕt	qanday	yuu	choni	무엇입니까	yɛɛ	NA	ponapa	apa	NA	ti	inun	NA	ena	tarebe	tli	tlaque	NA	nchiyani	xoare	NA	girni	jup	yuh ka mawx	imataj	NA	care	inki	mii	ya	cuál	mbae	chonigá	ano	NA	nämedir	nedir	neme	gì	lan	NA	什麼	甚麼	NA
46010029	pakon	NA	napi awinan	nzu ti	nongko'upa	nṓq	engkai	NA	cásan uágu	tas yuj	kūöyòh	per quina	jakže	sa' håfa na	NA	gadoyeno	a'ini	pam	NA	warum	warum	bʋ̃ʋ ƴãw	ayìıha	NA	moo ȩn	why	why	summanmiuvva	NA	jen	ko	miksi	neçіn	cén fáth	NA	NA	jaghaii	hinoqw	zašto	miért	nama kebuah	n'ihi gini	imapatak	mengapa	hvers vegna	どうして	yua hơgĕt	nege	yaagaad	nhani	무엇입니까	vɛ̀ɛ̀	anyíatɛ́	aponapa	NA	tyarikatyo okantakara	na'amy	wuah inun	tya̱jxts	lwashiina	tare xū-i ǃaromab	tli para	para tlen	waarom	ninji	xoanereya hoka	maraname	klu chinanu	t́iiga	NA	imanirtaj	imanasqataq	de ce	igiki gituma	manne	ya	por qué	mbaerã	chonigá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	tại sao	lu tax	ba'ax	為什麼	為甚麼	NA
46010030	pakon	NA	napi awinanipun	nzu ti	nongko'upa	nṓq	ngkai	NA	cábagi uágu	NA	kūöyòh	per què	NA	sa' håfa na	cua' uc'a	gadono	a'ini	pam	hvorfor	warum	warum	bʋ̃ʋ ƴãw	ayìıha	inge dɛi	moo ȩn	why	why	summan	ciin	jen	ko waɗi	miksi	nedän	cén fáth	mba'ére piko	NA	jaghaii	hinhtiqw	zašto	miért	nama kebuah	gini	imapatak	mengapa	hvers vegna	どうして	yua hơgĕt	nege	yaagaad	nhani	왜	le yɛɛ	anyíatɛ́	aponapa	angngapa	tyara	na'amy	wuah inun	tya̱jxts	lwashiina	tarexa xū-i	quiene	para tlen	hoe	bwanji	xoanereya hoka	maranuhũrame	klu chinanu	t́iiga	yuh ka mawx	imanirtaj	imanasqataq	de ce	igiki gituma	manne	tah ya	por qué	mbaerã	chonigá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	tại sao	lu tax	ba'axten	為什麼	為甚麼	ticøtoya
46011022	pakon	nthakinhantama	napike	nzu	upa	nṓq	kuga	ngu-yinmiya	cábagi	tasm	sitih	què	NA	håfa	cua'	gado	a'ini	beth	hvad for noget	was	was	bʋnʋ	NA	inge	nɛ́nná	what	what	qanuq	qaillun	nan	ko	mitä	ne	cad	mba'e piko	NA	deenahaihjyaa	hiṅqawni	što	mit	baka ni	gini	imatak	apa yang	hvað	なんと	hơgĕt	ne	yuu	nhani	무슨	yɛɛ	aátɛ́	ponapa	apa	tyara nonkantaigempi	nej	inun	vintso̱ts	shiina	tare-e	tli	quenque	wat	chiyani	xoare	marãi	gi	t́i	ka mawx	imatataj	imatataq	ce	iki	maid	tah ya	qué	mañɨ	chonigá	ano	n'ata	näme	ne	neme	thế nào	lu	ba'ax	什麼	甚麼	ti
46012017a	pakriban	NA	ring dijake	se	koi upa	nṓq	kuga	arr-yinmiya	ída	tas	isuh	com	jak	taimanu	cache'da	harv	a'ini	NA	hvor	wo	wo	nyɩnɛ	dànì	yani	ȩná	what	how	NA	nau͡gg'un	jen	hono	NA	ne	cá	NA	NA	nats'ąą	hin	kako	hol	nama	òle ebe	NA	bagaimana	hvar	どこ	hyư̆m	qalay	haana	hoki	어떻게	vɛ̀ɛ̀	anyána	kadi ponapa	antekammami	tatatyo	ma	kewangun	vintso̱	waheena	mapas	cöne	quenicatza	hoe	kuti	aliyakeriya	gara	ginakapmaklu	jutsa̱p	dee mawx	imawanraj	imaynataq	unde	hehe	NA	na	dónde	NA	churigá	paano	NA	nädip	nasıl	qandaqmu	làm sao	nan	bix	哪裡	怎樣	NA
46012017b	pakriban	NA	ring dijake	se	koi upa	nṓq	kuga	arr-yinmiya	ída	tas	isuh	com	kde	taimanu	cache'da	harv	a'ini	sut	hvordan	wo	wo	nyɩnɛ	dànì	yani	ȩná	what	how	NA	nau͡gg'un	jen	hono	NA	ne	cá	NA	NA	nats'ąą	hin	kako	hol	nama	òle ebe	NA	bagaimana	hvar	どこ	hyư̆m	qalay	haana	hoki	어떻게	vɛ̀ɛ̀	anyána	kadi ponapa	antekammami	tatatyo	ma	kewangun	vintso̱	waheena	mapas	quiene	quenicatza	hoe	kuti	aliyakereya	gara	ginakapmaklu	jutsa̱p	dee mawx	imawanraj	imaynataq	unde	hehe	NA	na	dónde	NA	churigá	paano	NA	nädip	nasıl	qandaqmu	làm sao	nan	bix	哪裡	怎樣	NA
46014006	keupeue	nthakinhama	napike	nzu	NA	ntrớu	kai	NA	NA	tas	asuh	què	čemu	håfa	cache'da	gado usdi	NA	NA	hvad	was	was	bʋ̃ʋ	dànì	inge	ȩn	how	what	NA	camek	jen	koɗum	mitä	ne	cén	mba'épa	NA	jidii	hihta	kakvo	mit	baka ni	gini	NA	bagaimana	hvað	なん	hyư̆m	qanday	yamar	choni	무슨	yɛɛ	yaátɛ́	ponapa	apa	NA	ti	inun	NA	shiina	tare-e	tli	quenicatza	wat voor	chiyani	aliyakereya	NA	klu	NA	yuh ka mawx	imanöparaj	NA	ce	iki	mii	wiida	de qué	NA	churigá	ano	mbi	NA	ne	neme	gì	lu	ba'ax	什麼	甚麼	ti
46014007	pakriban	NA	sapunapi	oh yôh se	koi upa	noau	kuga	arr-yinmiya	ca	NA	sitih	com	kdo	taimanu nai	NA	gado	a'ini	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànì	yani	née	how	how	NA	qaillun	NA	hono	miten	ne	conas	mba'éichapa	NA	NA	hihta	kako	honnan	baka ni	aṅa	NA	NA	hvernig	どうして	hyư̆m	kim	yaaj	NA	어떻게	vɛ̀ɛ̀	anyána	kadi ponapa	antekamma	tyarika okanti	NA	kewangun	vintso̱se'e	aryeena	mati-i	quiene	NA	NA	bwanji	aliyakereya	NA	gi rixpoko	NA	yuh ka mawx	NA	NA	cum	bate	mo	na	cómo	NA	chieri	paanong	n'ûû	nädip	nasıl	NA	làm sao	naka	bix	誰	怎	NA
46014009	NA	NA	sapunapike	oh yôh se	upa	noau	ise	a-yinmiya	ída	tast	sitih	com	NA	håyi	cache'da	gado	a'ini	pa	hvordan	wie	wie	ŋmɩŋmɩn	ayìı ghǫ	aa	née	how	how	NA	qaillun	nan	hono	kuinka	nasıl	conas	mba'éicha piko	NA	nats'ąą	hiṅqaqwaqat	tko	hogyan	baka ni	aṅa	imasatak	bagaimana	hvernig	どうして	hyư̆m	kim	herhen	nani	누가	vɛ̀ɛ̀	anyána	NA	apa	tyanityo	nej	NA	vintso̱	aryeena	mati	quiene	NA	NA	bwanji	aliyakereya	NA	gi rixpoko	jutsa̱p	yuh ka mawx	NA	imaynatataq	cum	bate	mo	na	cómo	NA	churigá	paanong	NA	kim	nasıl	kim	ai	nan	bix	怎	怎	NA
46014015	peue	nthakinhantama	napike	se	koi upa	nṓq	kuga	ngu-yinmiya	cáteiti	tasm	asuh	què	co	håfa	NA	gado	a'ini	beth	hvad	was	wie	ŋmɩn	NA	yani	nɛ́nná	what	what	qanuġniaġniqpik	qaillun	fan	hono	mitä	ne	cad	mba'e piko	wanjarrmalda	deeshi'yaa	hintani	što	hogyan	nama	gini	imatak	apa yang	hvernig	どう	hơgĕt	ne	yaah	choni	어떻게	yɛɛ	aátɛ́	aponapa	apa	tyarika nonkantakempa	ti	inun	tits	shiina	matisa	tli	tlaque	wat	chiyani	xoana	marã	klunerni	t́i	yuh ka mawx	imataraj	imatataq	ce	nte	maid	na	qué	NA	chu'símalaché	ano	n'ata	näme	ne	qandaq	gì	lu	ba'ax	怎麼	怎樣	NA
46015012	pakon	nthakinhantama	napi awinanipun	o yô se	koi upa	nṓq	uga	an-nga nula	ída	tas yuj	sitih	com	jak	håfa taimanu na	cua' uc'a	gadono	a'ini	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànìghǫ	yani	moo ȩn	how	how	summan	qaillun	nan	hono	kuinka	ne	cad	mba'ére	wanyurrinku	jaghaii	hintaqw	zašto	hogyan	baka ni	aṅa	imapatak	mengapa	hvernig	どう	hyư̆m	qalay	yuund	nhani	어째서	le yɛɛ	anyána	aponapa	angngapa	tyara okantakara	na'amy	wuah inun	vintso̱ts	shiryeena	matin	quiene	quenque	hoe	bwanji	xoanere hoka	maranuhũrame	gi	t́iiga	yuh ka mawx	imanirtaj	imaynamá	cum	bate	mo	na	cómo	mbaerã	chonigá	bakit	kî n'ûntû	nädip	nasıl	neme uchun	tại sao	nan	bix	怎麼	怎麼	ti'ajcuy
46015029b	keupeue	iwunhangantama	napike	se	upa	nṓq	engkai	an-nga nula	cámegi	NA	sitih	què	jak	håfa	NA	gado	NA	beth	NA	was	was	bʋ̃ʋ n'ʋ	ayìıha	yani	moo ȩn	what	what	summan	qaillun	jen	koɗum waɗi	mitä	ne	cén	mba'e	NA	jidii	hintsatsk̇a	što	mi	nama kebuah	gini	imapatak	apa	til hvers	なぜ	hơgĕt	ne	yuu	choni	무엇을	vɛ̀ɛ́	anyíatɛ́	ponapa	apa	tyara okantakara	na'amy	ma inun	tya̱jxts	baryeena	tare-en	tlica	para tlen	NA	chiyani	NA	marã	gi	t́iiga	yuh ka mawx	imanirtaj	imanasqataq	ce	iki	manne	wiida	qué	NA	chonigá	ano	ata	näme	ne	NA	gì	lu	ba'axten	什麼	甚麼	NA
46015029c	keupeue	nthakinha	napike awinane	nzu ti	upana	nṓq	ngkai	an-nga nula	cámegi	tas yuj	kūöyòh	què	jaký	sa' put håfa na	cua' uc'a	gadono	a'ini	NA	hvorfor	warum	was	bʋ̃ʋ so	NA	inge dɛi	ȩná	why	why	NA	ciin-mi	jen	NA	miksi	neçіn	cad chuige	maerã	NA	jaghaii	hinoqw	čemu	miért	nama kebuah	gini	NA	mengapa	hvers vegna	なぜ	hyư̆m	ne	yuund	nhani	어째서	le kɔlɔ yɛɛ	anyíatɛ́	aponapa	apa	tyara onkantaigakeri	na'amy	ma inun	NA	lwashiina	tarexan	tli para	NA	waarom	chifukwa ninji	xoanere hoka	NA	klu chinanu	NA	yuh ka mawx	imapätaj	NA	de ce	igiki gituma	manne	ya	por qué	mbaerã	chonigá	bakit	mbi	näme üçin	neden	qandaq	tại sao	lu tax	ba'ax	為什麼	為甚麼	NA
46015030b	keupeue	iwunhanga	napike awinanipun	nzu ti	upamai	nṓq	kade	an-nga nula	NA	tas yuj	kūöyòh	per què	proč	sa' håfa na	cua' uc'a	gadono	a'ini	pam	hvorfor	warum	warum	bʋ̃ʋ so	ayìıha	inge dɛi	moo ȩn	why	why	NA	ciin-llu	jen	ko waɗi	mitä	neçіn	cad chuige	mba'ére piko	NA	jaghaii	hinoqw	zašto	miért	nama kebuah	gini	imapatak	mengapa	hvers vegna	なん	hyư̆m	ne ushın	yaagaad	nhani	무엇	le kɔlɔ yɛɛ	anyíatɛ́	ponapa	apa	tyara onkantakempara	ti	ma inun	tya̱jxts	lwashiina	tarexa	tli para	para tlen	waarom	bwanji	xoanere ala hoka	NA	klu chinanu	t́iiga	patix	imapätaj	imapaqtaq	de ce	igiki gituma	manne	tah ya	por qué	NA	chonigá	bakit	kî	näme üçin	neden	neme uchun	tại sao	lu tax	ba'axten	何必	為甚麼	NA
46015032	peue	iwunhanga	napike	nzu	upa	ntrớu	kai	NA	cági	tas yuj	sūap	què	čemu	håfa	cua'	gado	a'ini	pa	NA	was	was	bʋ̃ʋ ƴãw	NA	inge	ȩn	what	what	NA	cateksia	jen	koɗum	NA	ne	cad	mba'épe	NA	jidii	hin	kakva	mit	nama	gini	NA	untuk apa	hvaða	なん	hơgĕt	qanday	yamar	choni	무슨	ɔ́ɔ̀	aátɛ́	ponapa	apa	tyara nonkantakero	NA	inun	tits	shiina	mâ	tli	NA	NA	ndipindulanji	xoarehare	NA	klu	t́i	yuh ka mawx	imapätaj	imatataq	ce-am	iki	mii	ya	de qué	NA	chonigá	ano	mbi	näme	ne	neme	gì	ban	ba'ax	什麼	甚麼	NA
46015035a	pakriban	nthakinha	sapunapike	oh yôh se	koi upa	nṓq	kuga	a-yinmiya	ída	tast	sitih	com	jak	taimanu	cache'da	gado	a'ini	sut	NA	wie	wie	ŋmɩŋmɩn	NA	yani	nɛ́nná	how	how	qanuqłutiŋ	qaillun	nan	hono	millä	nesoy	conas	mba'éicha piko	wanjarr	nats'ąą	hin	kako	hogyan	baka ni	aṅa	imasatak	bagaimana	hvernig	どんな	hyư̆m	qalay	yaaj	nhani	어떻게	vɛ̀ɛ̀	anyána	baramma	antekamma	tyara inkantaiganaempa	ma	kewangun	vintso̱se'e	barye	matin	quiene	quenicatza	hoe	bwanji	aliyakerexe	marã	gi rixpoko	jutsa̱p	yuh ka mawx	imanöraj	imaynatataq	cum	bate	mo	na	cómo	mañɨ	churigá	paano	n'ata	nädip	nasıl	qandaq	thể nào	nan	bix	怎樣	怎樣	jujche
46015035b	pakriban	iwunhakarta	sapunapi	ônin	koi upa	nṓq	kuga	aburr-guyinmiya	cábasan	chajtl	asuh	quin	jaké	håfa na	cuaxca	gado usdesdi	ti'itajni	sut	hvad for en	was für	was für	buor	dàhòt'ı̨ı̨	inge	tɛ́lá	what kind of	what kind of	qanutchimik	qaillun-llu	NA	hoɗe	millainen	nesoy	cén sórt	mba'eichaguáta piko	wanjarr	deeheechy'aa	hihta	kakva	milyen	baka ni	gini	ima	apakah yang	hvaða	どんな	hơgĕt	qanday	yamar	yaki	어떤	yɛɛ	anyána	apa	antekamma	tyarika inkantaigakempa	huɨdibɨ	kewangun	vintso̱se'e	kirye	mâ	quiename	tlaque	wat voor	lotani	aliyakerexe	marã	gi	juutspɨc	yuh ka mawx	imanöraj	imayna	ce fel de	ki	makkár	na	qué clase de	mañɨ	chieti	ano	ata	nähili	ne tür	qandaq	thể nào	NA	ba'ax	怎樣的	怎麼樣的	quién
46015055a	hoka	NA	dija	nin	aana	NA	i ja	gun-an․gaya	jigeígi	'aj 'ay	isuh	on	kam	mångge	NA	harv	a'uni	ble	hvad	wo	wo	nyɩn	NA	yago	tɛ́lá	NA	where	NA	nanta	fan	hoto	missä	neredä	cá	mamo	NA	adaajii	hihta	gdje	hol	dini	òle ebe	maipitak	mana	hvar	どこ	pơpă	qa'ne	haana	hoki	어디	ɔ́ɔ̀	nyiényí	dhimma	kemaemi	NA	ma	hang awe	joma	ena	mapas	cönenca	quenicatza	wat voor	kuti	aliyo	NA	NA	ju̱t́	dee mawx	maytaj	imaynataq	unde	hehe	gos	wada	dónde	NA	NA	nasaan	kû	hany	nerede	NA	đâu	ana	tu'ux	哪裡	哪裡	NA
46015055b	dipat	NA	dija	nin	aana	NA	i ja	yina gun-gaya	jigeígi	'aj 'ay	isuh	on	kam	mångge	NA	harv	a'uni	ble	hvor	wo	wo	wa	NA	yago	tɛ́lá	NA	where	NA	nanta	fan	hoto	missä	neredä	cá	moõpa	NA	adaajii	hihta	gdje	hol	dini	òle ebe	maipitak	mana	hvar	どこ	pơpă	qa'ne	haana	hoki	어디	ɔ́ɔ̀	nyiényí	dhimma	kemaemi	NA	ma	hang awe	joma	ena	mapab	cöne	quenicatza	NA	kuti	aliyo	NA	NA	NA	dee mawx	imawannataj	maytaq	unde	hehe	gos	kada	dónde	NA	NA	nasaan	kû	hany	nerede	NA	đâu	ana	tu'ux	哪裡	哪裡	NA
47002002	soe	ngunhalantama	sapasirake	wan	ime	noau	ise	ana-nga	ída	macht	achīö	qui	NA	håyi	caxca une	gago	a'atyaɨnni	NA	hvem	wer	wer	ãa	amìı	aa	nóo	who	who	NA	kituuga-mi	énê	homo	NA	kіm	cé	máva piko	wanjungku	juu	hak	tko	ki	sapa	ònye	pitak	siapa yang	hver	だれ	hlơi	kim	hen	nani	누가	ɔ́ɔ̀	aányɛ́	pasera	inaimi	tyanityo	pɨn	hie	pa̱nts	naanu	tari-e	öquenu	ajqueya	wie	ndaninso	xalaiya	NA	katni	i̱	yuh ka mawx	piraj	pitaq	cine	nde	gii	NA	quién	aba	NA	sino	ûû	kim	kim	kim	ai	kuy	máax	誰	誰	i
47002016	soe	NA	sapasirake	wan	ime	noau	ise	ana-nga	cáti	mach	achiāp	qui	kdo	håyi	caxca une	gagono	a'atani	pwy	hvem	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	kiña	kina	énê	homo	kuka	kіm	cé	mávapa	wanyangka	juu	hak	tko	ki	sapa	ònye	pitak	siapakah yang	hver	だれ	hlơi	kim	hen	nani	누가	nɛ̀ɛ́	aányɛ́	pasera	inai	tyanimpatyora	NA	hie	pa̱nts	naanu	tari-e	öquenu	NA	wie	ndani	xalaiya	ma'g̃a	katupni	i̱	mawx	piraj	pitaq	cine	nde	gii	yiida	quién	aba	NA	sino	n'ûû	NA	kim	kim	ai	ku	máax	誰	誰	NA
47011011	pakon	iwunhanga	punapi	NA	nongko'upa	nṓq	engkai	an-nga nula	cásan uágu	tas yuj	kūöyòh	per què	proč	NA	cache'	gadono	a'ini	pam	hvorfor	welchem	warum	bʋ̃ʋ so	dànìghǫ	inge dɛi	moo ȩn	why	NA	summan	ca	NA	ko saabii	kuinka	neçіn	cén fáth	mba'érepa	NA	NA	hinoqw	zašto	miért	nama kebuah	n'ìhi gini	imapatak	NA	hvers vegna	なぜ	hyư̆m	ne	yaagaad	nhani	왜	le yɛɛ	anyíatɛ́	aponapa	angngapa	tyara okantakara	na'amy	wuah inun	tya̱jxts	lwashiina	tare xū-i ǃaromasa	tlica	NA	waarom	chifukwa chiyani	xoanere ala hoka	NA	klu chinanu	t́iiga	patix	NA	imanasqataq	de ce	ku ki	manne	tah ya	por qué razón	mbaerã	chonigá	bakit	kî	näme üçin	neden	neme uchun	tại sao	lu tax	ba'axten	為什麼	為甚麼	NA
48002014	keupeue	iwunhangantama	sapunapiang	o yô se	nongko'upa	nṓq	NA	an-nga nula	ída	tas yuj	sitih	com	NA	taimanu	can uc'a	gadono	a'ini	sut	hvordan	wie	was	ŋmɩŋmɩn	dànìghǫ	yani	née	how	how	summan	ciin	nan	hono	miksi	neçіn	conas	mba'ére piko	NA	nats'ąą	hinoqw	kako	miként	baka ni	aṅa	imapatak	mengapa	hvernig	どうして	hyư̆m	qalayınsha	yaagaad	nhani	어떻게	le kɔlɔ yɛɛ	anyíatɛ́	aponapa	angngapa	antari gara	nej	wuah inun	tya̱jx	lwashiina	tarexats	quiene	para tlen	hoe	bwanji	xoanere hoka	maraname	klu chinanu	t́iiga	yuh ka mawx	imanirtaj	imanasqamá	cum	ute	mo	ya	cómo	mbaerã	chonigá	bakit	NA	näme üçin	nasıl	nemixqa	làm sao	lu tax	ba'ax	怎	怎麼	ti'ajcuy
48003001	soe	ngunhalantama	sapasirake	wan	ime	noau	ise	ana-nga	ca	NA	achīö	qui	kým	håyi	caxcone	gago	a'ataani	pwy	hvordan	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	kia	kia	jen	homo	kuka	kіm	cé	máva piko	wanjungku	NA	hak	tko	kicsoda	sapa	ònye	pitak	manakah yang	hver	だれ	hlơi	kim	hen	nani	누가	nɛɛ	aányɛ́	pasera	inai	NA	NA	hie	pa̱ne'e	naanu	tari-e	öquenu	ajqueya	wie	ndani	xala	maraname	katu	i̱	mawx	pitaj	pitaq	cine	nde	gii	ɓa	quién	aba	chieri	sino	NA	kim	kim	qandaqlarche	ai	ku	máax	誰	誰	i'is
